ID,IDr,CisloPece,CisloPodstavce,CisloOchrannehoPoklopu,Vsazky,Smena,CasZahajeni,CasUkonceni,Batch01_GIN,Batch01_Lot,Batch01_WGHT,Batch01_stred,Batch01_cont,Batch01_Nazev,Batch01_CisloZakazky,Batch02_GIN,Batch02_Lot,Batch02_WGHT,Batch02_stred,Batch02_cont,Batch02_Nazev,Batch02_CisloZakazky,Batch03_GIN,Batch03_Lot,Batch03_WGHT,Batch03_stred,Batch03_cont,Batch03_Nazev,Batch03_CisloZakazky,Batch04_GIN,Batch04_Lot,Batch04_WGHT,Batch04_stred,Batch04_cont,Batch04_Nazev,Batch04_CisloZakazky,Batch05_GIN,Batch05_Lot,Batch05_WGHT,Batch05_stred,Batch05_cont,Batch05_Nazev,Batch05_CisloZakazky,Batch06_GIN,Batch06_Lot,Batch06_WGHT,Batch06_stred,Batch06_cont,Batch06_Nazev,Batch06_CisloZakazky,Batch07_GIN,Batch07_Lot,Batch07_WGHT,Batch07_stred,Batch07_cont,Batch07_Nazev,Batch07_CisloZakazky,Batch08_GIN,Batch08_Lot,Batch08_WGHT,Batch08_stred,Batch08_cont,Batch08_Nazev,Batch08_CisloZakazky,Batch09_GIN,Batch09_Lot,Batch09_WGHT,Batch09_stred,Batch09_cont,Batch09_Nazev,Batch09_CisloZakazky,Batch10_GIN,Batch10_Lot,Batch10_WGHT,Batch10_stred,Batch10_cont,Batch10_Nazev,Batch10_CisloZakazky,Batch11_GIN,Batch11_Lot,Batch11_WGHT,Batch11_stred,Batch11_cont,Batch11_Nazev,Batch11_CisloZakazky,Batch12_GIN,Batch12_Lot,Batch12_WGHT,Batch12_stred,Batch12_cont,Batch12_Nazev,Batch12_CisloZakazky,Plyn_Spotreba_Cyklus,OA_Spotreba_Cyklus,Zdroj,StatusProgramu,Reported,PosledniZmena,RadekVytvoren
"137,7,1,3,2,66P3X3,A,2024-09-06 21:23:39.000,2024-09-07 12:19:53.000,XF12665500,735145,1062,B485,H060924078,VD,0000510899,XF12665500,735145,1134,B485,H060924079,VD,0000510899,XF12665500,735145,1120,B485,H060924076,VD,0000510899,NULL,NULL,0,NULL,NULL,"" "",NULL,NULL,NULL,0,NULL,NULL,"" "",NULL,NULL,NULL,0,NULL,NULL,"" "",NULL,NULL,NULL,0,NULL,NULL,"" "",NULL,NULL,NULL,0,NULL,NULL,"" "",NULL,NULL,NULL,0,NULL,NULL,"" "",NULL,NULL,NULL,0,NULL,NULL,"" "",NULL,NULL,NULL,0,NULL,NULL,"" "",NULL,NULL,NULL,0,NULL,NULL,"" "",NULL,182,69,1ESAB1,0,1,2024-09-07 12:19:53.000,NULL"
"138,1,3,6,3,prp6x3,B,2024-09-09 06:21:02.000,2024-09-10 12:50:15.000,XF13262211,40926,850,B410,M050924108,Predtah,0000510700,XF13262211,40926,850,B410,M050924098,Predtah,0000510700,XF13262211,40926,850,B410,M060924001,Predtah,0000510700,XF13262211,40926,850,B410,M060924015,Predtah,0000510700,XF13262211,40926,850,B410,M060924027,Predtah,0000510700,XF13262211,40926,850,B410,M060924038,Predtah,0000510700,XF13262211,40926,850,B410,M060924050,Predtah,0000510700,XF13262211,40926,500,B410,M060924105,Predtah,0000510700,XF13262211,40926,850,B410,M060924097,Predtah,0000510700,XF13262211,40926,410,B410,M060924106,Predtah,0000510700,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,361,209,1ESAB2,0,1,2024-09-10 12:50:15.000,NULL"
"139,6,2,7,5,prp7x4,B,2024-09-09 06:28:12.000,2024-09-10 23:34:42.000,XF13082211,24429,620,B410,M060924129,Predtah,0000510695,XF13082211,24429,700,B410,M060924112,Predtah,0000510695,XF13082211,24429,700,B410,M060924111,Predtah,0000510695,XF13292211,38101,845,B410,M060924130,Predtah,0000510701,XF13292211,38101,845,B410,M070924001,Predtah,0000510701,XF13292211,38101,845,B410,M060924135,Predtah,0000510701,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,471,175,1ESAB1,0,1,2024-09-10 23:34:42.000,NULL"
140,5,4,4,7,prp4x4,B,2024-09-09 07:50:54.000,2024-09-10 19:20:19.000,XF13292211,38101,845,B410,M070924010,Predtah,0000510701,XF13292211,38101,845,B410,M070924017,Predtah,0000510701,XF13292211,38101,845,B410,M070924035,Predtah,0000510701,XF13292211,38101,845,B410,M070924042,Predtah,0000510701,XF13292211,38101,845,B410,M070924064,Predtah,0000510701,XF13292211,38101,845,B410,M070924050,Predtah,0000510701,XF13292211,38101,845,B410,M070924073,Predtah,0000510701,XF13292211,38101,845,B410,M070924084,Predtah,0000510701,XF13292211,38101,845,B410,M070924098,Predtah,0000510701,XF13292211,38101,845,B410,M070924109,Predtah,0000510701,XF13292211,38101,850,B410,M070924119,Predtah,0000510701,XF13292211,38101,850,B410,M070924118,Predtah,0000510701,498,102,1ESAB1,0,1,2024-09-10 19:20:19.000,NULL
141,4,1,8,11,prp8x3,B,2024-09-09 13:45:14.000,2024-09-11 18:21:30.000,XF13962211,76892,730,B410,M090924027,Predtah,0000511445,XF13962211,76892,750,B410,M090924012,Predtah,0000511445,XF13962211,76892,750,B410,M090924005,Predtah,0000511445,XF13962211,76892,750,B410,M080924099,Predtah,0000511445,XF13312211,59540,510,B410,M080924098,Predtah,0000510703,XF13312211,59540,500,B410,M080924087,Predtah,0000510703,XF13312211,59540,790,B410,M080924086,Predtah,0000510703,XF13312211,59540,850,B410,M080924076,Predtah,0000510703,XF13312211,59540,850,B410,M080924066,Predtah,0000510703,XF13312211,59540,850,B410,M080924064,Predtah,0000510703,XF13312211,59540,850,B410,M080924053,Predtah,0000510703,XF13312211,59540,850,B410,M080924046,Predtah,0000510703,454,366,1ESAB1,0,1,2024-09-11 18:21:30.000,NULL
"142,4,4,5,4,prp5x3,B,2024-09-10 10:48:32.000,2024-09-12 08:10:15.000,XF13962211,76893,780,B410,M090924036,Predtah,0000511446,XF13962211,76893,780,B410,M090924042,Predtah,0000511446,xf13962211,76893,780,b410,m090924047,Predtah,0000511446,xf13962211,76893,800,b410,m090924087,Predtah,0000511446,xf13962211,76893,800,b410,m090924093,Predtah,0000511446,xf13962211,76893,800,b410,m090924102,Predtah,0000511446,xf13962211,76893,800,b410,m100924017,Predtah,0000511446,xf13962211,76893,800,b410,m100924044,Predtah,0000511446,xf13962211,76893,800,b410,m100924045,Predtah,0000511446,xf13962211,76893,750,b410,m100924063,Predtah,0000511446,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,416,239,1ESAB1,0,1,2024-09-12 08:10:15.000,NULL"
"143,8,3,3,2,vaspop3x1,B,2024-09-09 23:01:59.000,2024-09-10 07:34:46.000,NULL,NULL,300,NULL,NULL,Vaspo,NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,125,138,1ESAB1,0,1,2024-09-10 07:34:46.000,NULL"
144,6,3,1,1,PRP1X3,A,2024-09-09 23:01:12.000,2024-09-11 16:14:14.000,xf13292211,737181,860,b410,m080924036,Predtah,0000510702,xf13292211,737181,850,b410,m080924033,Predtah,0000510702,xf13292211,737181,850,b410,m080924052,Predtah,0000510702,xf13292211,737181,850,b410,m080924051,Predtah,0000510702,xf13292211,737181,850,b410,m080924024,Predtah,0000510702,xf13292211,737181,850,b410,m080924010,Predtah,0000510702,xf13292211,737181,850,b410,m080924003,Predtah,0000510702,xf13292211,737181,850,b410,m080924002,Predtah,0000510702,xf13292211,38101,900,b410,m080924001,Predtah,0000510701,xf13292211,38101,870,b410,m070924153,Predtah,0000510701,xf13292211,38101,845,b410,m070924135,Predtah,0000510701,xf13292211,38101,850,b410,m070924120,Predtah,0000510701,414,70,1ESAB1,0,1,2024-09-11 16:14:14.000,NULL
"145,9,2,3,2,16P3X1,B,2024-09-10 21:00:15.000,2024-09-11 23:45:41.000,xf13165500,77022,1006,b485,h100924041,VD,0000513590,xf13165500,77022,998,b485,h100924042,VD,0000513590,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,239,278,1ESAB1,0,1,2024-09-12 14:27:41.000,NULL"
"146,5,2,2,10,66P2X3,B,1900-01-01 00:00:00.000,2024-09-11 03:50:27.000,xf12665500,735145,1144,b485,h100924046,VD,0000513721,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,165,55,1ESAB1,0,NULL,2024-09-11 03:50:27.000,NULL"
148,2,1,6,3,prp6x4,B,2024-09-11 05:45:33.000,2024-09-12 17:20:16.000,XF13292211,737181,850,B410,M100924018,Predtah,0000510702,XF13292211,737181,850,B410,M090924098,Predtah,0000510702,XF13292211,737181,850,B410,M100924001,Predtah,0000510702,XF13292211,737181,850,B410,M090924094,Predtah,0000510702,XF13292211,737181,850,B410,M090924026,Predtah,0000510702,XF13292211,737181,850,B410,M090924053,Predtah,0000510702,XF13292211,737181,850,B410,M090924050,Predtah,0000510702,XF13292211,737181,850,B410,M090924045,Predtah,0000510702,XF13292211,737181,850,B410,M090924030,Predtah,0000510702,XF13292211,737181,850,B410,M090924040,Predtah,0000510702,XF13292211,737181,850,B410,M090924035,Predtah,0000510702,XF13292211,737181,850,B410,M080924059,Predtah,0000510702,387,235,1ESAB2,0,1,2024-09-12 17:20:16.000,NULL
149,6,0,4,7,PRP4X5,A,2024-09-11 00:23:41.000,2024-09-12 09:47:38.000,xf13292211,737181,850,b410,m100924064,Predtah,0000510702,xf13292211,737181,850,b410,m100924073,Predtah,0000510702,xf13292211,737181,850,b410,m100924046,Predtah,0000510702,xf13292211,737181,850,b410,m100924047,Predtah,0000510702,xf13292211,737181,850,b410,m100924006,Predtah,0000510702,xf13292211,737181,850,b410,m100924027,Predtah,0000510702,xf13292211,737181,850,b410,m100924080,Predtah,0000510702,xf13292211,737181,850,b410,m100924090,Predtah,0000510702,xf13292211,737181,850,b410,m090924011,Predtah,0000510702,xf13292211,737181,850,b410,m090924090,Predtah,0000510702,xf13292211,737181,850,b410,m080924101,Predtah,0000510702,xf13292211,737181,850,b410,m090924006,Predtah,0000510702,433,78,1ESAB1,0,1,2024-09-12 09:47:38.000,NULL
"152,6,1,2,10,sawp2x2,A,2024-09-12 08:04:17.000,2024-09-13 16:32:34.000,XF13165501,77064,990,B430,2,VD,0000513521,XF13165501,77064,1024,B430,2,VD,0000513521,XF13165501,77064,1022,B430,2,VD,0000513521,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,240,124,1ESAB1,0,1,2024-09-13 16:32:34.000,NULL"
"153,7,0,7,5,22p7x1,A,2024-09-11 19:00:41.000,2024-09-13 02:20:46.000,XF13225500,76692,1034,B485,H100924045,VD,0000513613,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,316,97,1ESAB1,0,1,2024-09-13 02:20:46.000,NULL"
154,7,0,1,1,prp1x4,C,2024-09-11 18:54:11.000,2024-09-13 08:06:56.000,XF13292211,737181,850,B410,M080924063,Predtah,0000510702,XF13292211,737181,850,B410,M080924065,Predtah,0000510702,XF13292211,737181,850,B410,M080924075,Predtah,0000510702,XF13292211,737181,850,B410,M080924079,Predtah,0000510702,XF13292211,737181,850,B410,M080924080,Predtah,0000510702,XF13292211,737181,850,B410,M080924088,Predtah,0000510702,XF13292211,737181,850,B410,M080924089,Predtah,0000510702,XF13292211,737181,850,B410,M080924100,Predtah,0000510702,XF13292211,737181,850,B410,M100924099,Predtah,0000510702,XF13292211,737181,850,B410,M100924107,Predtah,0000510702,XF13292211,737181,850,B410,M100924141,Predtah,0000510702,XF13292211,737181,850,B410,M100924110,Predtah,0000510702,446,238,1ESAB1,0,1,2024-09-13 08:06:56.000,NULL
"155,5,4,8,11,prp8x4,B,2024-09-11 22:47:43.000,2024-09-13 11:47:20.000,XF13292211,737181,850,B410,M100924143,Predtah,0000510702,XF13292211,737181,560,B410,M100924146,Predtah,0000510702,XF13292211,737181,550,B410,M100924145,Predtah,0000510702,XF13292211,40294,860,B410,M100924144,Predtah,0000510702,XF13292211,40294,875,B410,M100924111,Predtah,0000510702,XF13292211,40294,875,B410,M100924142,Predtah,0000510702,XF13292211,40294,875,B410,M100924108,Predtah,0000510702,XF13292211,40294,875,B410,M100924098,Predtah,0000510702,XF13292211,40294,875,B410,M100924086,Predtah,0000510702,XF13292211,40294,875,B410,M100924079,Predtah,NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,423,263,1ESAB1,0,1,2024-09-13 11:47:20.000,NULL"
"157,5,0,5,4,sawp5x1,C,2024-09-12 22:49:28.000,2024-09-13 12:59:13.000,XF12345501,56607,1055,B430,2,VD,0000513518,XF12345501,56607,1003,B430,2,VD,0000513518,XF12345501,56607,1000,B430,2,VD,0000513518,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,205,82,1ESAB1,0,1,2024-09-13 12:59:13.000,NULL"
"158,7,3,4,7,sawp4x1,C,2024-09-12 14:57:55.000,2024-09-13 20:00:02.000,XF13165501,77064,1048,B430,2,VD,0000513521,XF13165501,77064,1004,B430,2,VD,0000513521,XF13165501,77064,1046,B430,2,VD,0000513521,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,324,94,1ESAB2,0,1,2024-09-16 10:31:02.000,NULL"
"159,10,0,3,NULL,NULL,"" "",2024-09-12 14:27:51.000,2024-09-12 15:59:29.000,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,239,278,1ESAB1,0,1,2024-09-12 15:59:29.000,2024-09-12 14:28:31.193"
"160,11,4,3,8,vaspop3x2,C,2024-09-12 16:53:39.000,2024-09-13 02:20:38.000,NULL,NULL,NULL,NULL,NULL,Vaspo,NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,129,259,1ESAB1,0,1,2024-09-13 02:20:38.000,2024-09-12 16:46:08.993"
162,8,2,7,5,prp7x5,B,2024-09-16 06:34:38.000,2024-09-17 19:34:40.000,XF13292211,38101,850,B410,M120924041,Predtah,0000513592,XF13292211,38101,850,B410,M120924025,Predtah,0000513592,XF13292211,38101,850,B410,M120924017,Predtah,0000513592,XF13292211,38101,850,B410,M110924142,Predtah,0000513592,XF13292211,38101,850,B410,M120924001,Predtah,0000513592,XF13292211,38101,850,B410,M110924153,Predtah,0000513592,XF13292211,38101,850,B410,M110924129,Predtah,0000513592,XF13292211,38101,850,B410,M110924107,Predtah,0000513592,XF13292211,38101,850,B410,M110924120,Predtah,0000513592,XF13292211,38101,850,B410,M110924047,Predtah,0000513592,XF13222211,76692,540,B410,M130924061,Predtah,0000513614,XF13222211,76692,480,B410,M130924066,Predtah,0000513614,433,263,1ESAB1,0,1,2024-09-17 19:34:40.000,2024-09-13 03:45:52.193
"163,8,1,1,1,prp1x5,D,2024-09-16 07:29:16.000,2024-09-17 19:35:27.000,XF13162211,77022,700,B410,M120924133,Predtah,0000513589,XF13162211,77022,700,B410,M120924125,Predtah,0000513589,XF13162211,77022,586,B410,M120924151,Predtah,0000513589,XF13122211,28059,800,B410,M100924148,Predtah,0000513587,XF13122211,28059,800,B410,M100924147,Predtah,0000513587,XF13122211,28059,800,B410,M100924150,Predtah,0000513587,XF13122211,28059,700,B410,M110924014,Predtah,0000513587,XF13122211,28059,800,B410,M110924002,Predtah,0000513587,XF13132211,40962,700,B410,M110924017,Predtah,0000513588,XF13132211,40962,700,B410,M110924018,Predtah,0000513588,XF13132211,40962,610,B410,M110924019,Predtah,0000513588,NULL,NULL,NULL,NULL,NULL,"" "",NULL,400,262,1ESAB2,0,1,2024-09-17 19:35:27.000,2024-09-13 09:28:46.930"
164,6,3,8,11,prp8x5,B,2024-09-16 06:52:48.000,2024-09-18 00:04:30.000,XF13292211,43381,870,B410,M160924018,Predtah,0000513593,XF13292211,43381,850,B410,M150924134,Predtah,0000513593,XF13292211,43381,850,B410,M150924120,Predtah,0000513593,XF13292211,43381,850,B410,M150924108,Predtah,0000513593,XF13292211,43381,850,B410,M150924109,Predtah,0000513593,XF13292211,43381,870,B410,M150924085,Predtah,0000513593,XF13292211,43381,870,B410,M150924041,Predtah,0000513593,XF13292211,43381,870,B410,M150924055,Predtah,0000513593,XF13292211,43381,870,B410,M150924044,Predtah,0000513593,XF13292211,43381,870,B410,M150924078,Predtah,0000513593,XF13292211,43381,870,B410,M150924071,Predtah,0000513593,XF13292211,43381,870,B410,M150924062,Predtah,0000513593,236,58,1ESAB1,0,1,2024-09-18 14:04:30.000,2024-09-13 13:51:32.920
170,3,4,6,3,prp6x5,C,2024-09-16 06:11:12.000,2024-09-17 12:20:11.000,XF13092211,40942,875,B410,M110924015,Predtah,0000513586,XF13092211,40942,875,B410,M110924016,Predtah,0000513586,XF13092211,40942,875,B410,M110924001,Predtah,0000513586,XF13092211,40942,875,B410,M100924149,Predtah,0000513586,XF13092211,40942,875,B410,M110924020,Predtah,0000513586,XF13092211,40942,875,B410,M110924037,Predtah,0000513586,XF13092211,40942,790,B410,M110924048,Predtah,0000513586,XF13262211,40926,700,B410,M110924057,Predtah,0000513591,XF13262211,40926,700,B410,M110924068,Predtah,0000513591,XF13262211,40926,600,B410,M110924079,Predtah,0000513591,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,365,206,1ESAB1,0,1,2024-09-17 12:20:11.000,2024-09-16 06:11:05.310
"171,6,3,5,4,prp5x4,C,2024-09-17 03:29:06.000,2024-09-18 11:28:41.000,XF13292211,38101,850,B410,M130924111,Predtah,0000513592,XF13292211,38101,850,B410,M130924112,Predtah,0000513592,XF13292211,38101,850,B410,M130924128,Predtah,0000513592,XF13292211,38101,850,B410,M140924001,Predtah,0000513592,XF13292211,38101,850,B410,M140924010,Predtah,0000513592,XF13292211,38101,850,B410,M140924016,Predtah,0000513592,XF13292211,38101,850,B410,M140924067,Predtah,0000513592,XF13292211,38101,850,B410,M140924068,Predtah,0000513592,XF13292211,38101,850,B410,M140924069,Predtah,0000513592,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,442,199,1ESAB1,0,1,2024-09-18 11:28:41.000,2024-09-16 08:29:32.287"
172,8,4,4,7,prp4x6,C,2024-09-16 23:28:15.000,2024-09-18 11:28:09.000,XF13292211,38101,850,B410,M120924050,Predtah,0000513592,XF13292211,38101,850,B410,M110924105,Predtah,0000513592,XF13292211,38101,850,B410,M120924095,Predtah,0000513592,XF13292211,38101,850,B410,M120924085,Predtah,0000513592,XF13292211,38101,850,B410,M110924090,Predtah,0000513592,XF13292211,38101,850,B410,M110924098,Predtah,0000513592,XF13292211,38101,850,B410,M120924071,Predtah,0000513592,XF13292211,38101,850,B410,M120924056,Predtah,0000513592,XF13292211,38101,850,B410,M130924069,Predtah,0000513592,XF13292211,38101,850,B410,M130924078,Predtah,0000513592,XF13292211,38101,850,B410,M130924083,Predtah,0000513592,XF13292211,38101,850,B410,M130924084,Predtah,0000513592,460,250,1ESAB1,0,1,2024-09-18 11:28:09.000,2024-09-16 10:36:31.963
173,4,1,6,3,prp6x6,C,2024-09-17 14:17:27.000,2024-09-19 00:55:11.000,XF13292211,38101,850,B410,M140924093,Predtah,0000513592,XF13292211,38101,850,B410,M150924029,Predtah,0000513592,XF13292211,38101,720,B410,M150924030,Predtah,0000513592,XF13292211,38101,850,B410,M140924049,Predtah,0000513592,XF13292211,38101,850,B410,M140924046,Predtah,0000513592,XF13292211,38101,850,B410,M140924044,Predtah,0000513592,XF13292211,38101,850,B410,M140924041,Predtah,0000513592,XF13292211,38101,850,B410,M140924038,Predtah,0000513592,XF13292211,38101,850,B410,M140924035,Predtah,0000513592,XF13292211,38101,850,B410,M140924033,Predtah,0000513592,XF13292211,38101,850,B410,M140924029,Predtah,0000513592,XF13292211,38101,850,B410,M140924031,Predtah,0000513592,443,225,1ESAB1,0,1,2024-09-19 00:55:11.000,2024-09-17 14:08:15.250
"174,9,1,1,1,prp1x5,D,2024-09-16 07:29:16.000,2024-09-19 11:34:39.000,XF13162211,77022,700,B410,M120924133,Predtah,0000513589,XF13162211,77022,700,B410,M120924125,Predtah,0000513589,XF13162211,77022,586,B410,M120924151,Predtah,0000513589,XF13122211,28059,800,B410,M100924148,Predtah,0000513587,XF13122211,28059,800,B410,M100924147,Predtah,0000513587,XF13122211,28059,800,B410,M100924150,Predtah,0000513587,XF13122211,28059,700,B410,M110924014,Predtah,0000513587,XF13122211,28059,800,B410,M110924002,Predtah,0000513587,XF13132211,40962,700,B410,M110924017,Predtah,0000513588,XF13132211,40962,700,B410,M110924018,Predtah,0000513588,XF13132211,40962,610,B410,M110924019,Predtah,0000513588,NULL,NULL,NULL,NULL,NULL,"" "",NULL,437,226,1ESAB1,0,1,2024-09-19 11:34:39.000,2024-09-17 21:50:43.963"
175,9,2,7,5,prp7x6,B,2024-09-17 21:56:24.000,2024-09-19 06:54:29.000,XF13292211,43381,836,B410,M160924059,Predtah,0000513593,XF13292211,43381,850,B410,M160924060,Predtah,0000513593,XF13292211,43381,860,B410,M160924049,Predtah,0000513593,XF13292211,43381,860,B410,M160924044,Predtah,0000513593,XF13292211,43381,850,B410,M160924067,Predtah,0000513593,XF13292211,43381,850,B410,M160924066,Predtah,0000513593,XF13292211,43381,850,B410,M160924086,Predtah,0000513593,XF13292211,43381,850,B410,M160924084,Predtah,0000513593,XF13292211,43381,850,B410,M160924087,Predtah,0000513593,XF13292211,43381,850,B410,M160924085,Predtah,0000513593,XF13292211,43381,850,B410,M160924097,Predtah,0000513593,XF13292211,43381,850,B410,M160924096,Predtah,0000513593,467,90,1ESAB1,0,1,2024-09-19 06:54:29.000,2024-09-17 21:56:17.010
"176,7,4,2,10,SAWP2X3,A,2024-09-18 17:25:23.000,2024-09-19 20:41:06.000,xf13165501,77096,936,b430,2,VD,0000517050,xf13165501,77096,1034,b430,2,VD,0000517050,xf13165501,77096,934,b430,2,VD,0000517050,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,340,63,1ESAB1,0,1,2024-09-19 20:41:06.000,2024-09-18 10:11:45.323"
